Date	NOX	NH4	PO4	TotP	Si	Chl	O2	SST	delT	U	AirT	Humidity	CC	Prec(mm/d)	swr(w/m2)	inflow(m3/s)	outflow(m3/s)	month	Ice_d	days from iceoff	MLD	W	thermD	YY
2015-11-10	8.574	0.441	1.238	2.021	90.4	1.741	327.5775	8.5795	0.0154999999999994	4.810291666666668	6.542083333333334	93.125	0.6208333333333332	0.0	180.5	0.579	-0.3	11	78	240.0	-21.0	0.0074883801705886	-15.0	2015
2015-11-17	10.146	0.938	1.443	1.489	93.3	1.251	333.595	7.401000000000001	0.0580000000000007	4.035041666666667	6.132916666666667	93.5	0.5708333333333333	0.0	154.7	0.791	-0.299	11	78	247.0	-21.0	0.0108114365709742	-15.0	2015
2016-04-04	0.09	0.037	0.183	1.286	88.5	16.343	414.06	4.56196	0.6477900000000001	2.471791666666667	3.020833333333333	92.70833333333331	1.0	0.2999999999999999	502.2	0.704	-1.348	4	90	0.0	-21.0	0.0	-14.5	2016
2016-04-05	4.986	0.229	0.595	1.298	95.1	10.519	450.39	4.06358	0.1389999999999998	1.94375	5.232916666666667	91.45833333333331	0.8999999999999998	2.799999999999999	442.3	0.661	-1.321	4	90	1.0	-21.0	0.0064462060967882	-15.0	2016
2016-04-07	2.67	0.201	0.516	1.339	95.1	14.159	435.625	4.414065	-0.0758549999999997	5.73825	6.707083333333332	84.875	0.7416666666666666	2.0	401.5	0.588	-1.269	4	90	3.0	-21.0	0.0009306430390046	-15.0	2016
2016-04-11	0.288	0.252	0.187	1.305	90.4	18.833	445.155	5.03454	0.2847499999999998	1.305875	5.056666666666668	69.54166666666667	0.4458333333333333	0.0	633.3	0.653	-1.185	4	90	7.0	-21.0	0.1773567811342784	-15.0	2016
2016-04-14	0.966	0.314	0.22	1.259	87.1	17.185	433.83	4.915955	-0.1525449999999999	4.399708333333334	2.457083333333333	62.75	0.2583333333333333	0.8999999999999998	659.7	0.633	-1.13	4	90	10.0	-21.0	0.1674572868279671	-15.0	2016
2016-04-26	0.166	0.519	0.306	0.918	72.0	7.097	400.3925	6.123435	-0.0868950000000001	3.32625	3.115416666666667	80.78750000000001	0.883333333333333	1.1000000000000003	492.5	0.516	-1.015	4	90	22.0	-21.0	0.0038146787293329	-15.0	2016
2016-05-17	0.495	0.35	0.094	0.599	72.8	1.969	322.5	9.702705	0.6014549999999996	2.3168333333333337	7.931666666666666	84.70833333333333	0.375	0.0	523.9	0.428	-0.771	5	90	43.0	-21.0	0.614541214556676	-1.5	2016
2016-05-24	0.075	0.136	0.035	0.551	71.6	1.755	320.39	13.56105	3.8773	3.573166666666667	13.152499999999996	79.375	0.5208333333333334	0.0	759.0	0.412	-0.705	5	90	50.0	-4.053987436982514	0.2953922888839181	-1.5	2016
2016-05-31	0.116	0.22	0.279	0.454	68.4	2.061	318.36	13.0992	3.14212	2.729041666666666	16.363333333333337	75.0	0.1041666666666666	0.0	794.0	0.438	-0.639	5	90	57.0	-8.717661291732144	1.1389700767369615	-1.5	2016
2016-06-21	0.323	1.751	0.284	0.49	68.4	1.45	293.44	16.971166666666665	5.669166666666666	3.557625	16.97875	76.625	0.6041666666666667	0.0	670.1	0.743	-0.486	6	90	78.0	-6.124300783700566	3.497008861713366	-8.3126	2016
2016-06-21	0.323	1.751	0.284	0.49	68.4	1.45	301.6166666666667	16.971166666666665	5.669166666666666	3.557625	16.97875	76.625	0.6041666666666667	0.0	670.1	0.743	-0.486	6	90	78.0	-6.124300783700566	3.497008861713366	-8.3126	2016
2016-06-27	0.183	0.555	0.166	0.549	66.7	3.512	299.61	18.700166666666664	6.050166666666664	5.230874999999998	17.88416666666667	78.375	0.6875000000000003	0.0	654.3	0.625	-0.479	6	90	84.0	-3.501669259296583	2.774472858971508	-11.6066	2016
2016-06-27	0.183	0.555	0.166	0.549	66.7	3.512	296.8233333333333	18.700166666666664	6.050166666666664	5.230874999999998	17.88416666666667	78.375	0.6875000000000003	0.0	654.3	0.625	-0.479	6	90	84.0	-3.501669259296583	2.774472858971508	-11.6066	2016
2016-07-04	0.101	0.407	0.032	0.72	67.4	3.404	301.1725	19.481666666666666	6.580666666666666	3.4289166666666664	15.7075	76.41666666666667	0.3125	0.1	711.4	0.535	-0.452	7	90	91.0	-6.234882290799228	5.801362246803379	-8.6569	2016
2016-07-04	0.101	0.407	0.032	0.72	67.4	3.404	304.06333333333333	19.481666666666666	6.580666666666666	3.4289166666666664	15.7075	76.41666666666667	0.3125	0.1	711.4	0.535	-0.452	7	90	91.0	-6.234882290799228	5.801362246803379	-8.6569	2016
2016-07-12	0.179	0.731	0.01	0.466	68.4	1.436	302.1125	19.491666666666667	6.276666666666667	5.380291666666666	17.142916666666665	86.70833333333333	0.4250000000000001	5.599999999999998	696.2	0.461	-0.413	7	90	99.0	-4.077785091474452	3.5219360602787178	-10.1903	2016
2016-07-12	0.179	0.731	0.01	0.466	68.4	1.436	304.27166666666665	19.491666666666667	6.276666666666667	5.380291666666666	17.142916666666665	86.70833333333333	0.4250000000000001	5.599999999999998	696.2	0.461	-0.413	7	90	99.0	-4.077785091474452	3.5219360602787178	-10.1903	2016
2016-07-18	0.368	0.595	0.045	0.879	65.5	25.986	296.33	19.185	5.927999999999999	2.9273333333333347	16.249583333333337	79.33333333333333	0.2625	0.0	809.0	0.372	-0.475	7	90	105.0	-10.03605582110081	3.255924521921975	-9.8293	2016
2016-07-18	0.368	0.595	0.045	0.879	65.5	25.986	310.5733333333333	19.185	5.927999999999999	2.9273333333333347	16.249583333333337	79.33333333333333	0.2625	0.0	809.0	0.372	-0.475	7	90	105.0	-10.03605582110081	3.255924521921975	-9.8293	2016
2016-07-26	0.145	1.174	0.068	0.734	71.7	6.459	322.89250000000004	21.63533333333333	8.350333333333335	2.930916666666666	19.80625	89.95833333333333	0.2375	2.299999999999999	574.4	0.258	-0.964	7	90	113.0	-1.705872457600537	2.033077834823377	-9.7548	2016
2016-07-26	0.145	1.174	0.068	0.734	71.7	6.459	328.95666666666665	21.63533333333333	8.350333333333335	2.930916666666666	19.80625	89.95833333333333	0.2375	2.299999999999999	574.4	0.258	-0.964	7	90	113.0	-1.705872457600537	2.033077834823377	-9.7548	2016
2016-08-01	0.349	0.737	0.002	0.736	66.7	9.36	301.095	21.61433333333333	8.008333333333335	4.111375	17.424583333333334	74.66666666666667	0.5791666666666666	0.8000000000000003	729.8	0.207	-1.029	8	90	119.0	-6.513237741485648	2.1930067167185023	-9.2341	2016
2016-08-01	0.349	0.737	0.002	0.736	66.7	9.36	303.2316666666666	21.61433333333333	8.008333333333335	4.111375	17.424583333333334	74.66666666666667	0.5791666666666666	0.8000000000000003	729.8	0.207	-1.029	8	90	119.0	-6.513237741485648	2.1930067167185023	-9.2341	2016
2016-08-08	0.132	0.424	0.022	0.811	69.1	9.495	295.315	20.451833333333333	6.521833333333333	5.970375000000001	18.299166666666668	70.04166666666667	0.3499999999999999	0.8000000000000003	532.7	0.165	-1.058	8	90	126.0	-7.324780602425555	8.008416691162253	-11.4463	2016
2016-08-08	0.132	0.424	0.022	0.811	69.1	9.495	291.4583333333333	20.451833333333333	6.521833333333333	5.970375000000001	18.299166666666668	70.04166666666667	0.3499999999999999	0.8000000000000003	532.7	0.165	-1.058	8	90	126.0	-7.324780602425555	8.008416691162253	-11.4463	2016
2016-08-16	0.551	0.665	0.13	0.662	64.6	10.104	275.8575	17.523666666666667	3.206666666666667	7.23975	14.486666666666666	75.58333333333333	0.8083333333333335	0.1	430.7	0.13	-1.161	8	90	134.0	-15.71653467090755	2.790447241593907	-13.7509	2016
2016-08-16	0.551	0.665	0.13	0.662	64.6	10.104	276.4066666666667	17.523666666666667	3.206666666666667	7.23975	14.486666666666666	75.58333333333333	0.8083333333333335	0.1	430.7	0.13	-1.161	8	90	134.0	-15.71653467090755	2.790447241593907	-13.7509	2016
2016-08-23	0.49	0.551	0.147	0.579	51.1	7.819	295.1575	17.637999999999998	1.0089999999999968	2.4698333333333333	16.42333333333333	87.75	0.4125000000000001	0.4000000000000001	636.9	0.369	-1.012	8	90	141.0	-5.386382685808045	0.5551002655561291	-2.4825	2016
2016-08-23	0.49	0.551	0.147	0.579	51.1	7.819	309.2183333333333	17.637999999999998	1.0089999999999968	2.4698333333333333	16.42333333333333	87.75	0.4125000000000001	0.4000000000000001	636.9	0.369	-1.012	8	90	141.0	-5.386382685808045	0.5551002655561291	-2.4825	2016
2016-08-29	0.51	0.845	0.183	0.785	35.6	7.986	275.3925	17.46966666666667	0.9776666666666678	4.197166666666668	13.685416666666669	98.25	0.975	25.8	100.7	0.598	-0.736	8	90	147.0	-17.08767398818527	8.214514599393638	-14.5	2016
2016-08-29	0.51	0.845	0.183	0.785	35.6	7.986	283.1266666666666	17.46966666666667	0.9776666666666678	4.197166666666668	13.685416666666669	98.25	0.975	25.8	100.7	0.598	-0.736	8	90	147.0	-17.08767398818527	8.214514599393638	-14.5	2016
2016-09-05	0.156	0.381	0.377	0.862	6.6	12.733	295.6275	16.90533333333333	0.1463333333333309	4.278375	12.72333333333333	89.0	0.5083333333333332	0.0	434.8	0.872	-0.547	9	90	154.0	-21.0	0.0140055562530119	-15.0	2016
2016-09-05	0.156	0.381	0.377	0.862	6.6	12.733	300.0	16.90533333333333	0.1463333333333309	4.278375	12.72333333333333	89.0	0.5083333333333332	0.0	434.8	0.872	-0.547	9	90	154.0	-21.0	0.0140055562530119	-15.0	2016
2016-09-12	0.261	0.516	0.309	0.706	5.0	3.709	305.08000000000004	17.469666666666665	0.873666666666665	2.577208333333333	15.65	83.08333333333333	0.3499999999999999	0.0	539.3	0.5700000000000001	-0.697	9	90	161.0	-6.966017733915916	0.5334064102553909	-13.9349	2016
2016-09-12	0.261	0.516	0.309	0.706	5.0	3.709	307.71000000000004	17.469666666666665	0.873666666666665	2.577208333333333	15.65	83.08333333333333	0.3499999999999999	0.0	539.3	0.5700000000000001	-0.697	9	90	161.0	-6.966017733915916	0.5334064102553909	-13.9349	2016
2016-09-20	0.341	0.834	0.447	0.805	13.3	1.954	273.2025	16.635833333333334	0.3968333333333333	1.999833333333333	13.20541666666667	86.83333333333333	0.7083333333333334	0.0	393.0	0.368	-0.834	9	90	169.0	-21.0	0.8867632530693853	-15.0	2016
2016-09-20	0.341	0.834	0.447	0.805	13.3	1.954	278.8566666666666	16.635833333333334	0.3968333333333333	1.999833333333333	13.20541666666667	86.83333333333333	0.7083333333333334	0.0	393.0	0.368	-0.834	9	90	169.0	-21.0	0.8867632530693853	-15.0	2016
2016-09-27	0.496	1.529	0.588	0.939	19.2	2.352	272.89	16.014333333333333	0.184333333333333	2.7820416666666663	14.179166666666667	87.875	0.1083333333333333	7.699999999999998	467.5	0.262	-0.871	9	90	176.0	-21.0	0.4401803492639276	-15.0	2016
2016-09-27	0.496	1.529	0.588	0.939	19.2	2.352	275.67833333333334	16.014333333333333	0.184333333333333	2.7820416666666663	14.179166666666667	87.875	0.1083333333333333	7.699999999999998	467.5	0.262	-0.871	9	90	176.0	-21.0	0.4401803492639276	-15.0	2016
2016-10-11	1.776	2.981	0.802	1.251	33.5	1.906	306.64250000000004	11.9975	0.0615000000000005	3.3981250000000003	7.5012500000000015	77.95833333333333	0.9666666666666665	0.0	122.1	0.243	-0.776	10	90	190.0	-21.0	0.0143660574843993	-15.0	2016
2016-10-11	1.776	2.981	0.802	1.251	33.5	1.906	314.53333333333336	11.9975	0.0615000000000005	3.3981250000000003	7.5012500000000015	77.95833333333333	0.9666666666666665	0.0	122.1	0.243	-0.776	10	90	190.0	-21.0	0.0143660574843993	-15.0	2016
2016-10-25	3.143	3.09	0.871	1.164	36.6	1.436	326.7975	8.964	0.0630000000000006	3.25925	4.282916666666666	96.58333333333331	1.0	3.599999999999999	94.8	0.148	-0.871	10	90	204.0	-21.0	0.0100626221138211	-15.0	2016
2016-10-25	3.143	3.09	0.871	1.164	36.6	1.436	337.81333333333333	8.964	0.0630000000000006	3.25925	4.282916666666666	96.58333333333331	1.0	3.599999999999999	94.8	0.148	-0.871	10	90	204.0	-21.0	0.0100626221138211	-15.0	2016
2016-11-08	6.409	0.499	0.789	1.137	40.2	1.649	349.37749999999994	4.9671607085	-0.1449847494999998	4.258291666666668	-2.6612500000000003	92.41666666666669	1.0	12.800000000000004	81.9	1.149	-0.457	11	90	218.0	-21.0	0.0005821190989207	-15.0	2016
2016-11-23	7.013	0.189	0.83	1.018	44.9	1.634	371.25	3.6463003335	0.0273612915000001	3.597166666666668	6.95375	98.70833333333331	0.8875000000000001	3.7000000000000015	76.16	2.9450000000000003	-0.434	11	90	233.0	-21.0	0.0014961999187523	-15.0	2016
2017-04-03	0.079	0.284	0.06	0.756	19.1	13.89	497.265	2.807045	-0.071285	3.159833333333333	2.3866666666666667	89.125	0.8500000000000002	0.0	545.3	0.866	-1.105	4	86	2.0	-21.0	0.0046872475933892	-15.0	2017
2017-04-06	0.086	0.187	0.097	0.635	18.6	6.792	472.7375	3.67054	-0.0050400000000001	4.416041666666667	4.458750000000001	74.50833333333334	0.5125000000000001	0.0	591.0	0.8140000000000001	-1.056	4	86	5.0	-21.0	0.0	-15.0	2017
2017-04-25	0.009	0.251	0.01	0.531	18.6	3.282	387.81500000000005	4.7145	0.0994999999999999	3.5206666666666666	2.36875	96.52500000000002	0.9083333333333332	6.5	462.0	0.355	-0.805	4	86	24.0	-21.0	0.0086309439199625	-15.0	2017
2017-05-03	0.124	0.323	0.098	0.47	22.2	1.954	378.595	6.536833333333333	1.161833333333333	3.336625	6.97	61.89166666666667	0.0583333333333333	0.0	759.5	0.592	-0.755	5	86	32.0	-7.188520778136207	0.1658376549616498	-1.5	2017
2017-05-09	0.064	0.177	0.021	0.411	25.0	2.153	364.8425	6.915666666666667	0.1166666666666662	4.5357916666666656	1.1754166666666668	67.62083333333334	0.3625	0.0	572.9	0.408	-0.71	5	86	38.0	-21.0	0.0012109505187666	-15.0	2017
2017-05-16	0.196	0.156	0.04	0.424	22.3	1.541	356.2525	7.820833333333334	0.4858333333333338	3.224541666666666	6.15375	75.09166666666667	0.4125000000000001	0.0	779.8	0.301	-0.664	5	86	45.0	-16.44024423015863	0.3566488209330429	-1.5	2017
2017-05-22	0.09	0.418	0.09	0.367	21.5	1.741	348.6725	11.524	3.820000000000001	4.789541666666666	13.23375	69.44583333333334	0.6791666666666667	0.0	508.8	0.247	-0.63	5	86	51.0	-4.236390915485273	0.5130154018760706	-12.5615	2017
2017-06-12	0.164	0.391	0.246	0.538	26.9	1.436	310.54999999999995	15.244000000000002	3.383000000000001	3.936083333333334	14.915	91.49583333333334	0.7500000000000001	1.8999999999999992	612.1	0.228	-0.467	6	86	72.0	-5.246391222795199	1.2820453664675122	-11.5143	2017
2017-07-04	0.224	0.548	0.08	0.475	39.4	3.284	294.6875	17.443411111111107	3.768077777777776	4.974708333333333	13.140833333333337	80.92083333333333	0.6958333333333334	0.0	424.8	0.148	-0.453	7	86	94.0	-7.621657311475434	2.1029895156131704	-13.6941	2017
2017-07-11	0.07	0.349	0.024	0.591	36.9	3.177	305.705	18.209511111111112	4.226611111111112	2.84825	15.408333333333331	99.25416666666663	0.9708333333333332	1.1999999999999995	193.7	0.122	-0.547	7	86	101.0	-4.704487750810909	2.714963190543588	-14.5	2017
2017-07-18	0.165	0.906	0.067	0.682	40.3	8.443	297.345	18.880233333333333	3.8308333333333326	4.422833333333332	15.377499999999998	70.12499999999999	0.3083333333333333	0.0	611.4	0.098	-0.622	7	86	108.0	-9.585220825236387	3.189702826163432	-14.5	2017
2017-07-25	0.185	0.121	0.099	0.649	40.5	4.946	294.7675	18.308322222222223	3.345722222222223	4.369583333333333	16.313750000000002	84.34583333333333	0.5416666666666666	0.0	665.7	0.308	-0.506	7	86	115.0	-7.873629745500148	3.5898423377355457	-14.5	2017
2017-08-01	0.003	0.38	0.003	0.675	33.7	15.679	306.875	19.50623333333333	3.6484666666666623	4.813375	18.69583333333333	69.45	0.4083333333333332	0.0	748.0	0.399	-0.365	8	86	122.0	-9.87669904224074	2.553433789703237	-14.5	2017
2017-08-08	0.078	0.897	0.055	1.199	35.0	19.403	290.9375	19.18898888888889	2.995088888888887	3.876083333333333	18.01541666666667	68.79583333333333	0.5208333333333335	0.0	582.6	0.27	-0.781	8	86	129.0	-13.67501439443513	23.856919603348416	-13.6989	2017
2017-08-15	0.462	1.901	0.063	0.756	37.6	8.245	290.5475	19.262722222222223	2.9048888888888875	2.658333333333333	16.30833333333334	72.98333333333333	0.5041666666666667	0.0	535.8	0.185	-0.851	8	86	136.0	-13.07661132739984	17.760242379241955	-14.5	2017
2017-09-05	0.183	0.782	0.57	1.338	6.6	5.955	288.9075	17.117344444444445	-0.0004888888888885	6.021166666666667	14.582083333333337	82.03333333333335	0.4499999999999999	0.0	645.7	0.164	-0.767	9	86	157.0	-21.0	0.0070747810816713	-15.0	2017
2017-09-12	0.434	2.229	0.753	1.295	11.7	2.672	276.33000000000004	16.091944444444447	0.0386444444444435	3.916875	15.626666666666663	89.21249999999999	0.7208333333333333	0.1	533.9	0.124	-0.793	9	86	164.0	-21.0	0.0375645323203847	-15.0	2017
2017-09-19	0.777	2.83	0.895	1.281	18.6	2.579	273.36	15.393044444444444	0.0214444444444428	3.216583333333334	10.381666666666666	99.74166666666665	0.9875	1.7999999999999996	262.7	0.1	-0.635	9	86	171.0	-21.0	0.111315690312155	-15.0	2017
2017-09-26	1.366	3.301	0.814	1.309	30.9	1.862	276.33000000000004	14.637133333333333	0.1447999999999965	2.4675	14.078749999999998	94.07916666666668	0.3708333333333333	0.0	441.1	0.326	-0.48	9	86	178.0	-21.0	0.2097489194054898	-15.0	2017
2017-10-10	3.968	2.555	1.019	1.367	35.9	3.404	300.54999999999995	12.415799999999996	0.0308999999999972	7.1451666666666656	7.656666666666667	98.80416666666667	1.0	1.3999999999999997	163.7	0.736	-0.423	10	86	192.0	-21.0	0.0054674731018336	-15.0	2017
2017-10-24	4.846	1.506	0.951	1.34	40.9	2.579	309.9225	10.228366666666666	0.0069333333333343	2.528583333333333	3.9966666666666666	86.73333333333333	0.9166666666666666	2.899999999999999	125.4	1.207	-0.529	10	86	206.0	-21.0	0.0275975169749797	-15.0	2017
2017-11-14	7.957	1.277	0.982	1.479	52.0	2.089	344.765	6.088797777777778	0.0064777777777775	4.0110833333333344	-0.1195833333333333	92.4875	0.4458333333333333	0.4000000000000001	173.9	1.826	-1.101	11	86	227.0	-21.0	0.0056597928957998	-15.0	2017
2017-11-29	9.533	0.349	1.073	1.258	52.5	1.848	364.06500000000005	3.7679211111111104	-0.0044088888888893	2.1686666666666667	3.4524999999999992	99.36666666666666	0.6333333333333333	1.6000000000000003	66.66	2.484	-1.055	11	86	242.0	-21.0	0.0057231443574112	-15.0	2017
2018-04-10	10.707	0.744	0.475	1.124	58.9	13.631	428.5175	1.8257966666666663	-0.8240799999999997	4.599708333333333	1.310416666666667	70.625	0.1958333333333333	0.0	664.0	2.876	-1.528	4	101	-11.0	-21.0	0.0039182107494885	-11.747	2018
2018-04-16	5.48	0.763	0.172	0.966	37.8	14.854	484.925	2.5604444444444443	-0.1675655555555555	1.1954999999999998	3.11	74.29166666666667	0.4208333333333334	0.0	572.9	4.383	-2.237	4	101	-5.0	-21.0	0.0988281221834028	-15.0	2018
2018-04-24	0.034	0.179	0.026	1.049	10.6	26.971	536.6425	3.877445555555556	-0.0135777777777774	5.216375	7.857499999999998	80.75	0.9166666666666666	0.2999999999999999	723.5	2.156	-2.771	4	101	3.0	-21.0	0.0015587420109228	-15.0	2018
2018-04-27	0.131	0.456	0.024	1.048	1.3	15.385	551.485	5.014691111111111	0.5819477777777777	3.1464583333333334	6.290833333333332	85.29166666666667	0.7250000000000001	1.3999999999999997	566.7	1.615	-2.65	4	101	6.0	-21.0	0.2671514204154783	-3.4133	2018
2018-05-02	0.057	0.201	0.159	0.846	1.3	14.906	532.6575	5.406297777777778	0.610637777777777	3.9960416666666654	7.8075	86.41666666666667	0.8041666666666666	0.0	344.0	1.037	-2.324	5	101	11.0	-21.0	0.5063896278749324	-1.5	2018
2018-05-08	0.11	0.227	0.038	0.559	3.4	7.185	495.395	9.381825555555556	2.6771288888888893	2.278458333333333	14.19375	65.95833333333333	0.0708333333333333	0.0	728.4	1.002	-2.015	5	101	17.0	-7.04414579711921	0.2332044194796024	-3.789	2018
2018-05-15	0.155	0.245	0.036	0.787	2.1	1.9	440.08	11.38422222222222	4.781998888888887	1.88575	15.822500000000003	60.91666666666666	0.0	0.0	751.8	0.842	-1.704	5	101	24.0	-1.728184284877444	0.5094888751219363	-3.2452	2018
2018-05-21	0.007	0.253	0.093	0.391	4.2	1.083	346.0175	14.42297777777778	7.407211111111112	3.6636666666666673	18.054583333333337	56.25	0.0	0.0	808.0	0.728	-1.468	5	101	30.0	-3.386979006470477	0.4054452148970227	-6.535	2018
2018-05-28	0.007	0.272	0.073	0.407	4.4	1.541	329.5325	16.210622222222224	8.66305888888889	2.4506666666666663	15.009999999999998	59.583333333333336	0.0	0.0	784.2	0.507	-1.228	5	101	37.0	-4.951436418167826	1.1149789450306955	-4.4448	2018
2018-06-07	0.033	0.05	0.003	0.462	7.2	1.343	297.5	17.283333333333335	9.39651666666667	4.632874999999999	14.838749999999996	60.91666666666666	0.5291666666666667	0.0	741.1	0.304	-1.187	6	101	47.0	-9.5665772719029	5.091115473080575	-8.4321	2018
2018-06-12	0.043	0.785	0.057	0.432	10.4	1.954	299.765	18.183322222222223	9.899952222222224	4.589249999999999	14.345416666666669	72.5	0.5750000000000001	0.0	800.0	0.245	-1.239	6	101	52.0	-3.048484713990865	2.2122615574985507	-7.6158	2018
2018-06-19	0.105	0.584	0.051	0.518	11.0	1.769	292.1875	18.26058888888889	8.454222222222223	9.308125	16.834583333333335	58.04166666666666	0.4833333333333333	0.1	774.2	0.187	-1.379	6	101	59.0	-9.54066172166918	2.7216997675292176	-10.2737	2018
2018-06-28	0.002	0.136	0.028	0.468	15.4	2.153	305.00250000000005	16.879144444444446	5.273711111111114	5.132041666666666	20.83041666666667	60.4875	0.2249999999999999	2.899999999999999	779.3	0.217	-1.195	6	101	68.0	-4.150663206091562	3.800905750884403	-10.393	2018
2018-07-03	0.08	0.24	0.057	0.512	19.7	2.658	293.9075	16.638144444444446	4.507811111111113	4.0065	15.925000000000002	66.83333333333333	0.8250000000000001	0.0	371.3	0.181	-1.26	7	101	73.0	-17.14591933288878	8.562595760802559	-12.7455	2018
2018-07-10	0.172	0.913	0.304	0.477	24.5	2.138	300.08	18.07852222222222	5.315388888888885	3.178791666666667	19.1125	64.5	0.0916666666666666	0.0	762.1	0.14	-1.425	7	101	80.0	-7.669479328776164	3.5589422108520963	-12.9676	2018
2018-07-17	0.128	1.001	0.062	0.764	24.0	2.672	312.0325	21.10873333333333	7.765966666666662	2.66325	23.941666666666663	60.458333333333336	0.0375	0.0	700.3	0.109	-1.614	7	101	87.0	-1.769974514472558	1.217258262636717	-2.5125	2018
2018-08-07	0.087	0.049	0.036	0.658	27.3	11.955	279.6875	23.47973333333333	8.298266666666667	2.310583333333333	19.309166666666663	70.25	0.0958333333333333	0.0	748.7	0.29	-1.04	8	101	108.0	-6.196741984258505	2.663178855470752	-8.5839	2018
2018-08-22	0.034	0.345	0.179	0.79	19.1	5.849	271.7975	19.947788888888887	4.650655555555554	3.968	15.715416666666668	70.625	0.3208333333333333	0.0	647.8	0.303	-1.382	8	101	123.0	-11.99192240588066	2.7848622886910537	-11.7079	2018
2018-08-28	0.263	1.481	0.476	1.023	23.9	6.432	267.5025	19.015366666666665	3.579099999999997	3.0362916666666666	16.399166666666666	85.29166666666667	0.5541666666666666	0.0	485.9	0.231	-1.479	8	101	129.0	-14.66964107869145	7.49343726543026	-12.3897	2018
2018-09-04	0.266	1.122	0.589	1.133	24.0	5.132	292.42499999999995	19.12853333333333	3.7236666666666647	1.04375	15.810833333333337	85.20833333333333	0.2666666666666666	0.0	470.2	0.201	-1.051	9	101	136.0	-4.148093281220409	3.619670565736925	-13.4599	2018
2018-09-11	0.359	2.091	0.901	1.278	26.2	4.161	267.26750000000004	18.414	3.1327333333333343	3.4364166666666667	13.822083333333332	94.20833333333331	0.7791666666666667	3.8	252.1	0.207	-0.684	9	101	143.0	-18.21618461409692	0.7987854478741234	-13.4697	2018
2018-09-18	0.749	1.959	1.254	1.878	27.4	4.428	280.86	16.24191111111111	0.0548111111111104	3.6613750000000014	15.016666666666666	84.70833333333333	0.5458333333333333	0.1	353.8	0.166	-0.668	9	101	150.0	-21.0	0.0099467898963996	-15.0	2018
2018-09-25	1.422	1.191	1.222	1.793	25.6	6.489	300.7825	14.8503	0.0248999999999988	7.34025	8.646666666666667	62.208333333333336	0.0041666666666666	1.0	511.5	0.126	-0.993	9	101	157.0	-21.0	0.0125255920713203	-15.0	2018
2018-10-09	1.803	0.874	1.217	1.791	22.0	3.277	323.36249999999995	11.024955555555556	0.0465222222222223	7.992791666666669	13.134583333333332	81.91666666666667	0.9	0.0	265.1	0.315	-0.632	10	101	171.0	-21.0	0.0074172545400244	-15.0	2018
2018-10-23	2.18	1.266	1.267	1.626	27.1	2.367	323.2825	10.639	0.0174000000000003	5.455583333333332	5.744166666666668	94.83333333333331	0.9291666666666668	2.399999999999999	138.6	0.1699999999999999	-0.558	10	101	185.0	-21.0	0.0041676487151133	-15.0	2018
2018-11-06	3.477	1.89	1.208	1.555	29.9	2.274	343.675	7.478268888888888	0.0307322222222206	2.699458333333333	7.9454166666666675	98.70833333333331	1.0	0.2	41.83	0.885	-0.259	11	101	199.0	-21.0	0.0103489136367317	-15.0	2018
2018-11-20	6.263	0.159	1.193	1.61	35.1	2.58	350.0775	6.963164444444446	0.004607777777779	2.727583333333333	0.6479166666666666	86.16666666666667	0.9125	0.0	107.3	1.144	-0.145	11	101	213.0	-21.0	0.0345175878887256	-15.0	2018
2019-04-10	0.031	0.156	0.211	1.631	2.2	11.256	436.6425	2.900857777777778	-0.0059955555555548	7.797166666666667	-0.1466666666666667	71.54166666666667	1.0	0.1	245.0	1.355	-1.807	4	78	10.0	-21.0	0.0006698650270863	-15.0	2019
2019-04-16	0.191	0.044	0.003	0.7	4.5	4.746	453.36	3.046674444444444	0.0358411111111114	2.167958333333333	5.395416666666667	62.91666666666666	0.0	0.0	656.9	1.39	-1.678	4	78	16.0	-21.0	0.0479600325899252	-15.0	2019
2019-04-24	0.406	0.476	0.146	0.549	2.4	1.968	424.845	5.329346666666666	0.3415499999999989	2.908416666666666	10.591666666666669	51.7875	0.0	0.0	628.3	1.154	-1.489	4	78	24.0	-4.669412448528405	0.0506162118790788	-15.0	2019
2019-04-30	0.467	0.11	0.021	0.511	4.3	1.968	407.5	7.05064	1.2946	2.116791666666666	7.990416666666667	59.19583333333335	0.3666666666666666	0.5	543.7	1.012	-1.339	4	78	30.0	-5.722531865416757	2.406328692527337	-1.5	2019
2019-05-07	0.156	0.296	0.018	0.52	6.1	2.153	366.6425	7.929435555555555	0.2135655555555553	4.463958333333333	5.452916666666667	75.98333333333333	0.6833333333333332	0.0	605.6	1.03	-1.208	5	78	37.0	-14.57347229393536	0.6003099835192774	-15.0	2019
2019-05-14	0.121	0.112	0.016	0.398	8.5	2.288	353.9825	8.923093333333334	0.9342433333333346	2.408041666666667	7.987500000000001	54.77916666666667	0.1458333333333333	0.0	798.8	0.923	-1.091	5	78	44.0	-9.410552928251397	0.4462873937223977	-3.5075	2019
2019-05-21	0.176	0.086	0.006	0.447	9.3	1.755	346.87750000000005	11.731766666666664	3.3691466666666656	2.418041666666667	16.15458333333333	76.14583333333333	0.5333333333333333	0.0	727.7	0.905	-0.978	5	78	51.0	-1.957099204934898	0.5703774487385889	-1.5	2019
